start_date,end_date,ga:sourceMedium,ga:currencyCode,ga:sessions,ga:organicSearches,ga:users,ga:transactions,ga:transactionsPerSession,ga:transactionRevenue,ga:totalValue,ga:itemQuantity,ga:transactionsPerUser
2022-02-10,2022-02-10,facebook.com / referral,(not set),5,0,5,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,google / organic,(not set),5,2,4,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,google / organic,INR,0,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,google / product_sync,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,google / product_sync,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,instagram.com / referral,(not set),13,0,15,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,instagram.com / referral,INR,2,0,14,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,l.facebook.com / referral,(not set),4,0,4,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,l.facebook.com / referral,INR,0,0,4,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,l.instagram.com / referral,(not set),7,0,7,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,l.instagram.com / referral,INR,0,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,lm.facebook.com / referral,(not set),21,0,22,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,lm.facebook.com / referral,INR,2,0,22,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,m.facebook.com / referral,(not set),137,0,135,0,0.0,0.0,0.0,0,0.0
2022-02-10,2022-02-10,m.facebook.com / referral,INR,0,0,130,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,(direct) / (none),(not set),14,0,13,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,(direct) / (none),INR,0,0,10,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,af.uppromote.com / referral,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,facebook / ads,(not set),34,0,38,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,facebook / ads,INR,4,0,36,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,facebook.com / referral,(not set),5,0,5,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,google / organic,(not set),3,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,google / organic,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,instagram.com / referral,(not set),17,0,18,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,instagram.com / referral,INR,1,0,18,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,l.facebook.com / referral,(not set),11,0,11,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,l.facebook.com / referral,INR,0,0,10,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,l.instagram.com / referral,(not set),3,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,l.instagram.com / referral,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,lm.facebook.com / referral,(not set),31,0,27,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,lm.facebook.com / referral,INR,0,0,26,2,0.0,6998.0,6998.0,2,0.07692307692307693
2022-02-11,2022-02-11,m.facebook.com / referral,(not set),187,0,185,0,0.0,0.0,0.0,0,0.0
2022-02-11,2022-02-11,m.facebook.com / referral,INR,3,0,181,1,33.33333333333333,2999.0,2999.0,1,0.0055248618784530384
2022-02-12,2022-02-12,(direct) / (none),(not set),34,0,32,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,(direct) / (none),INR,0,0,29,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,af.uppromote.com / referral,(not set),0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,facebook / ads,(not set),56,0,55,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,facebook / ads,INR,1,0,54,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,facebook.com / referral,(not set),9,0,9,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,google / organic,(not set),8,3,7,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,google / organic,INR,0,0,4,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,instagram.com / referral,(not set),15,0,15,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,instagram.com / referral,INR,0,0,15,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,l.facebook.com / referral,(not set),14,0,14,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,l.facebook.com / referral,INR,0,0,11,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,l.instagram.com / referral,(not set),8,0,8,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,l.instagram.com / referral,INR,0,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,lm.facebook.com / referral,(not set),30,0,26,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,lm.facebook.com / referral,INR,0,0,26,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,m.facebook.com / referral,(not set),173,0,174,0,0.0,0.0,0.0,0,0.0
2022-02-12,2022-02-12,m.facebook.com / referral,INR,2,0,165,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,(direct) / (none),(not set),15,0,14,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,(direct) / (none),INR,0,0,13,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,facebook / ads,(not set),34,0,34,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,facebook / ads,INR,0,0,33,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,facebook.com / referral,(not set),3,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,google / organic,(not set),6,2,4,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,google / organic,INR,0,0,2,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,google / product_sync,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,google / product_sync,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,instagram.com / referral,(not set),21,0,21,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,instagram.com / referral,INR,0,0,21,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,l.facebook.com / referral,(not set),16,0,17,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,l.facebook.com / referral,INR,1,0,15,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,l.instagram.com / referral,(not set),3,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,l.instagram.com / referral,INR,0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,lm.facebook.com / referral,(not set),33,0,32,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,lm.facebook.com / referral,INR,1,0,32,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,loox.io / referral,(not set),0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,loox.io / referral,INR,0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,m.facebook.com / referral,(not set),191,0,190,0,0.0,0.0,0.0,0,0.0
2022-02-13,2022-02-13,m.facebook.com / referral,INR,1,0,181,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,(direct) / (none),(not set),29,0,27,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,(direct) / (none),INR,0,0,21,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,facebook / ads,(not set),27,0,26,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,facebook / ads,INR,0,0,25,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,facebook.com / referral,(not set),4,0,4,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,google / organic,(not set),10,4,8,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,google / organic,INR,1,0,6,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,google / product_sync,(not set),2,0,2,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,google / product_sync,INR,0,0,2,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,instagram.com / referral,(not set),14,0,14,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,instagram.com / referral,INR,0,0,14,1,0.0,7999.0,7999.0,1,0.07142857142857142
2022-02-14,2022-02-14,l.facebook.com / referral,(not set),10,0,10,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,l.facebook.com / referral,INR,1,0,9,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,l.instagram.com / referral,(not set),6,0,6,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,l.instagram.com / referral,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,lm.facebook.com / referral,(not set),32,0,30,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,lm.facebook.com / referral,INR,1,0,29,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,loox.io / referral,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,loox.io / referral,INR,0,0,1,1,0.0,7998.0,7998.0,2,1.0
2022-02-14,2022-02-14,m.facebook.com / referral,(not set),150,0,149,0,0.0,0.0,0.0,0,0.0
2022-02-14,2022-02-14,m.facebook.com / referral,INR,2,0,144,1,50.0,2999.0,2999.0,1,0.006944444444444444
2022-02-15,2022-02-15,(direct) / (none),(not set),40,0,31,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,(direct) / (none),INR,1,0,21,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,af.uppromote.com / referral,(not set),4,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,bing / organic,(not set),0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,bing / organic,INR,0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,facebook / ads,(not set),83,0,83,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,facebook / ads,INR,0,0,83,1,0.0,3999.0,3999.0,1,0.012048192771084338
2022-02-15,2022-02-15,facebook.com / referral,(not set),3,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,google / organic,(not set),10,7,10,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,google / organic,INR,1,0,7,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,instagram.com / referral,(not set),19,0,19,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,instagram.com / referral,INR,0,0,19,1,0.0,3999.0,3999.0,1,0.05263157894736842
2022-02-15,2022-02-15,l.facebook.com / referral,(not set),14,0,14,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,l.facebook.com / referral,INR,1,0,11,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,l.instagram.com / referral,(not set),15,0,13,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,l.instagram.com / referral,INR,0,0,7,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,lm.facebook.com / referral,(not set),35,0,36,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,lm.facebook.com / referral,INR,1,0,36,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,m.facebook.com / referral,(not set),212,0,211,0,0.0,0.0,0.0,0,0.0
2022-02-15,2022-02-15,m.facebook.com / referral,INR,2,0,204,1,50.0,2999.0,2999.0,1,0.004901960784313725
2022-02-16,2022-02-16,(direct) / (none),(not set),37,0,35,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,(direct) / (none),INR,0,0,27,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,af.uppromote.com / referral,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,bing / organic,(not set),1,1,1,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,bing / organic,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,facebook / ads,(not set),76,0,78,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,facebook / ads,INR,3,0,78,1,33.33333333333333,3999.0,3999.0,1,0.01282051282051282
2022-02-16,2022-02-16,facebook.com / referral,(not set),4,0,4,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,google / organic,(not set),20,7,11,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,google / organic,INR,0,0,7,1,0.0,39.99,39.99,1,0.14285714285714285
2022-02-16,2022-02-16,instagram.com / referral,(not set),15,0,15,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,instagram.com / referral,INR,0,0,15,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,l.facebook.com / referral,(not set),19,0,19,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,l.facebook.com / referral,INR,0,0,19,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,l.instagram.com / referral,(not set),5,0,5,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,l.instagram.com / referral,INR,0,0,2,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,lm.facebook.com / referral,(not set),40,0,39,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,lm.facebook.com / referral,INR,0,0,39,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,m.facebook.com / referral,(not set),190,0,189,0,0.0,0.0,0.0,0,0.0
2022-02-16,2022-02-16,m.facebook.com / referral,INR,3,0,174,2,66.66666666666666,5998.0,5998.0,2,0.011494252873563218
2022-02-17,2022-02-17,(direct) / (none),(not set),87,0,84,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,(direct) / (none),INR,0,0,74,1,0.0,2999.0,2999.0,1,0.013513513513513514
2022-02-17,2022-02-17,af.uppromote.com / referral,(not set),3,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,af.uppromote.com / referral,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,couponseeker.com / referral,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,couponseeker.com / referral,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,facebook / ads,(not set),97,0,98,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,facebook / ads,INR,2,0,97,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,facebook.com / referral,(not set),13,0,13,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,facebook.com / referral,INR,0,0,9,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,flow / sms,(not set),0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,flow / sms,INR,0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,google / organic,(not set),11,4,8,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,google / organic,INR,0,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,instagram.com / referral,(not set),34,0,34,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,instagram.com / referral,INR,0,0,34,1,0.0,5998.0,5998.0,2,0.029411764705882353
2022-02-17,2022-02-17,l.facebook.com / referral,(not set),106,0,105,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,l.facebook.com / referral,INR,1,0,100,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,l.instagram.com / referral,(not set),10,0,10,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,l.instagram.com / referral,INR,0,0,5,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,lm.facebook.com / referral,(not set),51,0,51,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,lm.facebook.com / referral,INR,1,0,50,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,m.facebook.com / referral,(not set),233,0,234,0,0.0,0.0,0.0,0,0.0
2022-02-17,2022-02-17,m.facebook.com / referral,INR,2,0,226,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,(direct) / (none),(not set),73,0,70,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,(direct) / (none),INR,1,0,58,2,200.0,9997.0,9997.0,3,0.034482758620689655
2022-02-18,2022-02-18,af.uppromote.com / referral,(not set),7,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,af.uppromote.com / referral,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,couponseeker.com / referral,(not set),0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,couponseeker.com / referral,INR,0,0,0,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,facebook / ads,(not set),76,0,78,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,facebook / ads,INR,3,0,78,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,facebook.com / referral,(not set),6,0,6,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,facebook.com / referral,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,flow / sms,(not set),1,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,flow / sms,INR,0,0,1,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,google / organic,(not set),24,6,10,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,google / organic,INR,0,0,3,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,instagram.com / referral,(not set),27,0,27,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,instagram.com / referral,INR,1,0,27,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,l.facebook.com / referral,(not set),123,0,123,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,l.facebook.com / referral,INR,0,0,121,2,0.0,5998.0,5998.0,2,0.01652892561983471
2022-02-18,2022-02-18,l.instagram.com / referral,(not set),10,0,10,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,l.instagram.com / referral,INR,0,0,2,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,lm.facebook.com / referral,(not set),43,0,41,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,lm.facebook.com / referral,INR,0,0,38,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,m.facebook.com / referral,(not set),206,0,206,0,0.0,0.0,0.0,0,0.0
2022-02-18,2022-02-18,m.facebook.com / referral,INR,0,0,194,0,0.0,0.0,0.0,0,0.0
